Word	" ""Score"""
Kazimir_Severinovich_Malevich	0
Kean	0
Keaton	0
Keats	0
Keb	0
Keble	0
Kechua	0
Kechuan	0
Kechuan	0
Keflex	0
Keflin	0
Keftab	0
Kegel_exercises	0
Keith_Rupert_Murdoch	0
Kekchi	0
Kekule	0
Kekule_formula	0
Keller	0
Kellogg	0
Kelly	0
Kelt	0
Kelvin	0
Kelvin_scale	0
Kemadrin	0
Kemal_Ataturk	0
Kemal_Pasha	0
Ken_Elton_Kesey	0
Ken_Kesey	0
Ken_Russell	0
Kenai_Fjords_National_Park	0
Kenalog	0
Kendal	0
Kendal_green	0
Kendall	0
Kendall's_tau	0
Kendall_partial_rank_correlation	0
Kendall_rank_correlation	0
Kendall_test	0
Kendrew	0
Kennan	0
Kennedia	0
Kennedia_coccinea	0
Kennedia_prostrata	0
Kennedy	0
Kennedy_International_Airport	0
Kennedy_Interrnational	0
Kennedya	0
Kennelly	0
Kennelly-Heaviside_layer	0
Kennesaw_Mountain	0
Kenneth_Bancroft_Clark	0
Kenneth_Clark	0
Kenneth_David_Kaunda	0
Kenneth_Grahame	0
Kenneth_Kaunda	0
Kenneth_Roberts	0
Kennewick	0
Kent	0
Kentish	0
Kentuckian	0
Kentucky	0
Kentucky_Derby	0
Kentucky_black_bass	0
Kentucky_blue	0
Kentucky_bluegrass	0
Kentucky_coffee_tree	0
Kentucky_wonder	0
Kentucky_wonder_bean	0
Kentucky_yellowwood	0
Kentucy_blue_grass	0
Kenya	0
Kenya_fever	0
Kenyan	0
Kenyan	0
Kenyan_monetary_unit	0
Kenyan_shilling	0
Kenyapithecus	0
Kenyata	0
Kenzo_Tange	0
Keogh_plan	0
Keokuk	0
Kepler	0
Kepler's_first_law	0
Kepler's_law	0
Kepler's_law_of_planetary_motion	0
Kepler's_second_law	0
Kepler's_third_law	0
Kera	0
Kerbala	0
Kerbela	0
Kerensky	0
Kern	0
Kernig's_sign	0
Kerouac	0
Kerr_cell	0
Kerry_blue_terrier	0
Kesey	0
Ketalar	0
Kettering	0
Ketubim	0
Keuka_Lake	0
Key	0
Key_West	0
Keynes	0
Keynesian	0
Keynesian	0
Keynesianism	0
Keystone_State	0
Keystone_Stater	0
Khabarovsk	0
Khachaturian	0
Khadafy	0
Khalka	0
Khalkha	0
Khalsa	0
Khama	0
Khamti	0
Khanty	0
Kharkiv	0
Kharkov	0
Khartoum	0
Khaya	0
Khayr_ad-Din	0
Khedive	0
Khepera	0
Khios	0
Khirghiz	0
Khmer	0
Khmer_Rouge	0
Khoikhoi	0
Khoikhoin	0
Khoisan	0
Khoisan_language	0
Khomeini	0
Khowar	0
Khrushchev	0
Khuen	0
Khufu	0
Khyber_Pass	0
Ki	0
KiB	0
Kichaga	0
Kichai	0
Kickapoo	0
Kid	0
Kidd	0
Kierkegaard	0
Kieslowski	0
Kiev	0
Kigali	0
Kiggelaria	0
Kiggelaria_africana	0
Kikladhes	0
Kilimanjaro	0
Kiliwa	0
Kiliwi	0
Killarney_fern	0
Kilroy	0
Kimberley	0
Kinchinjunga	0
Kinetoscope	0
King	0
King's_Counsel	0
King's_English	0
King_Arthur	0
King_Arthur's_Round_Table	0
King_Camp_Gilette	0
King_Charles_spaniel	0
King_Ferdinand	0
King_Harold_I	0
King_Harold_II	0
King_Hussein	0
King_James	0
King_James_Bible	0
King_James_I	0
King_James_Version	0
King_John	0
King_Lear	0
King_Oedipus	0
King_Oliver	0
King_William_pine	0
King_of_England	0
King_of_France	0
King_of_Great_Britain	0
King_of_Swing	0
King_of_the_Germans	0
Kingdom_of_Belgium	0
Kingdom_of_Bhutan	0
Kingdom_of_Cambodia	0
Kingdom_of_Denmark	0
Kingdom_of_God	0
Kingdom_of_Lesotho	0
Kingdom_of_Morocco	0
Kingdom_of_Nepal	0
Kingdom_of_Norway	0
Kingdom_of_Saudi_Arabia	0
Kingdom_of_Spain	0
Kingdom_of_Swaziland	0
Kingdom_of_Sweden	0
Kingdom_of_Thailand	0
Kingdom_of_The_Netherlands	0
Kingdom_of_Tonga	0
Kingmaker	0
Kings_Canyon_National_Park	0
Kingston	0
Kingston-upon_Hull	0
Kingstown	0
Kinosternidae	0
Kinosternon	0
Kinsey	0
Kinshasa	0
Kinyarwanda	0
Kiowa	0
Kipling	0
Kiplingesque	0
Kipp's_apparatus	0
Kirchhoff	0
Kirchhoff's_laws	0
Kirchner	0
Kirghiz	0
Kirghizia	0
Kirghizstan	0
Kirgiz	0
Kirgizia	0
Kirgizstan	0
Kiribati	0
Kiribati_dollar	0
Kirkia	0
Kirkia_wilmsii	0
Kirkuk	0
Kishar	0
Kishinev	0
Kislev	0
Kissimmee	0
Kissimmee_River	0
Kissinger	0
Kisumu	0
Kiswahili	0
Kit_Carson	0
Kitakyushu	0
Kitchener	0
Kitty_Litter	0
Kivu	0
Kiwi	0
Kizil_Kum	0
Klaipeda	0
Klamath	0
Klamath_Falls	0
Klamath_River	0
Klan	0
Klansman	0
Klaproth	0
Klaus_Fuchs	0
Klavier	0
Klebs-Loeffler_bacillus	0
Klee	0
Kleenex	0
Klein	0
Klein_bottle	0
Kleist	0
Klemens_Metternich	0
Klimt	0
Kline	0
Klinefelter	0
Klinefelter's_syndrome	0
Klinefelter_syndrome	0
Klondike	0
Klopstock	0
Klorvess	0
Klotho	0
Kluxer	0
Klyuchevskaya	0
Knesset	0
Knesseth	0
Knight_Templar	0
Knight_of_the_Round_Table	0
Knightia	0
Kniphofia_praecox	0
Kniphofia_uvaria	0
Knossos	0
Know-Nothing_Party	0
Knowlton's_cactus	0
Knox	0
Knoxville	0
Knut	0
Knut_Hamsun	0
Knut_Pedersen	0
Koasati	0
Kobe	0
Kobenhavn	0
Kobuk_Valley_National_Park	0
Kobus	0
Kobus_kob	0
Kobus_leche	0
Koch	0
Kochia	0
Kochia_scoparia	0
Kodiak	0
Kodiak_Island	0
Kodiak_bear	0
Koellia	0
Koestler	0
Kogia	0
Kogia_breviceps	0
Kogia_simus	0
Koine	0
Kokka	0
Kokka	0
Kokka_Shinto	0
Kol_Nidre	0
Kola	0
Kola_Peninsula	0
Kolam	0
Kolami	0
Kolkata	0
Kolkwitzia	0
Kolkwitzia_amabilis	0
Koln	0
Kolonia	0
Komi	0
Komodo_dragon	0
Komodo_lizard	0
Kon_Tiki	0
Konakri	0
Kong_the_Master	0
Kongfuze	0
Kongo	0
Konoe	0
Konoye	0
Konqueror	0
Konrad_Adenauer	0
Konrad_Lorenz	0
Konrad_Zacharias_Lorenz	0
Konrad_von_Gesner	0
Konstantin_Sergeevich_Alekseev	0
Konstantin_Sergeyevich_Stanislavsky	0
Konstantin_Stanislavsky	0
Koopmans	0
Koplik's_spots	0
Koran	0
Koranic	0
Korbut	0
Korchnoi	0
Korda	0
Kordofan	0
Kordofanian	0
Kore	0
Korea	0
Korea_Bay	0
Korea_Strait	0
Korean	0
Korean	0
Korean_Peninsula	0
Korean_Strait	0
Korean_War	0
Korean_lawn_grass	0
Korean_lespedeza	0
Korean_velvet_grass	0
Korinthos	0
Korsakoff's_psychosis	0
Korsakoff's_syndrome	0
Korsakov's_psychosis	0
Korsakov's_syndrome	0
Korzybski	0
Kosciusko	0
Kosciuszko	0
Kosovo	0
Kosteletzya	0
Kosteletzya_virginica	0
Kota	0
Kotar	0
Kotex	0
Kotoko	0
Koussevitzky	0
Kovna	0
Kovno	0
Koweit	0
Kr	0
Krafft-Ebing	0
Krakatao	0
Krakatau	0
Krakatoa	0
Krakau	0
Krakow	0
Krasner	0
Kraut	0
Krauthead	0
Krebs	0
Krebs_citric_acid_cycle	0
Krebs_cycle	0
Kreisler	0
Kremlin	0
Krigia_bulbosa	0
Krigia_dandelion	0
Krishna	0
Krishnaism	0
Kriss_Kringle	0
Kriti	0
Kroeber	0
Kronecker	0
Kronecker_delta	0
Kropotkin	0
Kroto	0
Kruger	0
Krung_Thep	0
Krupp	0
Krypterophaneron	0
Krzysztof_Kieslowski	0
Kshatriya	0
Ku_Klux_Klan	0
Ku_Kluxer	0
Kuala_Lumpur	0
Kuan_Yin	0
Kuangchou	0
Kubla_Khan	0
Kublai_Kaan	0
Kublai_Khan	0
Kubrick	0
Kuchean	0
Kuchean_dialect	0
Kuenlun	0
Kuenlun_Mountains	0
Kuhn	0
Kui	0
Kuiper	0
Kuiper_belt	0
Kuiper_belt_object	0
Kukenaam	0
Kukenaam_Falls	0
Kuki	0
Kuki-Chin	0
Kulanapan	0
Kulun	0
Kumasi	0
Kund_Johan_Victor_Rasmussen	0
Kundt's_tube	0
Kunlan_Shan	0
Kunlun	0
Kunlun_Mountains	0
Kuomintang	0
Kupffer's_cell	0
Kura	0
Kura_River	0
Kurd	0
Kurdish	0
Kurdish	0
Kurdistan	0
Kurdistan_Labor_Pary	0
Kurdistan_Workers_Party	0
Kurosawa	0
Kuroshio	0
Kuroshio_current	0
Kursk	0
Kurt_Godel	0
Kurt_Vonnegut	0
Kurt_Waldheim	0
Kurt_Weill	0
Kurux	0
Kusan	0
Kussmaul's_coma	0
Kutuzov	0
Kuvi	0
Kuwait	0
Kuwait_City	0
Kuwaiti	0
Kuwaiti	0
Kuwaiti_dinar	0
Kuwaiti_dirham	0
Kuwaiti_monetary_unit	0
Kuznets	0
Kwa	0
KwaZulu-Natal	0
Kwajalein	0
Kwakiutl	0
Kwan-yin	0
Kwangchow	0
Kwangju	0
Kwangtung	0
Kwannon	0
Kwanza	0
Kwanzaa	0
Kwell	0
Kyd	0
Kyoto	0
Kyphosidae	0
Kyphosus	0
Kyphosus_sectatrix	0
Kyrgyz_Republic	0
Kyrgyzstan	0
Kyrgyzstani	0
Kyrgyzstani_monetary_unit	0
Kyushu	0
Kyyiv	0
Kyzyl_Kum	0
L	0
L'Aquila	0
L'Enfant	0
L-P	0
L-dopa	0
L-plate	0
L-shaped	0
L._M._Montgomery	0
L._Ron_Hubbard	0
L._S._Lowry	0
L._monocytogenes	0
LA	0
LABLINK	0
LAN	0
LASEK	0
LASIK	0
LBJ	0
LCD	0
LDL	0
LDL_cholesterol	0
LE	0
LED	0
LEM	0
LET	0
LF	0
LGB	0
LGV	0
LH	0
LIFO	0
LISP	0
LISP_compiler	0
LISP_program	0
LLB	0
LLD	0
LLM	0
LLud	0
LOX	0
LP	0
LPN	0
LSD	0
LTM	0
LTTE	0
LX	0
LXX	0
LXXVIII	0
LXXX	0
La	0
LaSalle	0
La_Crosse	0
La_Fayette	0
La_Fontaine	0
La_Paz	0
La_Plata	0
La_Rochefoucauld	0
La_Spezia	0
La_Tour	0
Laban	0
Labanotation	0
Labiatae	0
Lablab	0
Lablab_purpureus	0
Labor	0.145979819
Labor_Day	0
Labor_Department	-0.200999186
Labor_Secretary	0
Labour	-0.013646482
Labour_Party	-0.252479822
Labourite	0
Labrador	0
Labrador-Ungava_Peninsula	0
Labrador_Peninsula	0
Labrador_Sea	0
Labrador_retriever	0
Labrador_tea	0
Labridae	0
Labrouste	0
Laburnum	0
Laburnum_alpinum	0
Laburnum_anagyroides	0
Labyrinth_of_Minos	0
Labyrinthodonta	0
Labyrinthodontia	0
Laccopetalum	0
Laccopetalum_giganteum	0
Lacerta	0
Lacerta_agilis	0
Lacerta_viridis	0
Lacertidae	0
Lacertilia	0
Lachaise	0
Lachesis	0
Lachnolaimus	0
Lachnolaimus_maximus	0
Laconia	0
Laconian	0
Lactaid	0
Lactarius	0
Lactarius_delicioso	0
Lactobacillaceae	0
Lactobacillus_acidophilus	0
Lactobacteriaceae	0
Lactophrys	0
Lactophrys_quadricornis	0
Lactuca	0
Lactuca_sativa	0
Lactuca_sativa_asparagina	0
Lactuca_sativa_capitata	0
Lactuca_sativa_crispa	0
Lactuca_sativa_longifolia	0
Lactuca_scariola	0
Lactuca_serriola	0
Ladin	0
Ladino	0
Ladoga	0
Ladrone_Islands	0
Lady	0
Lady_Day	0
Lady_Diana_Frances_Spencer	0
Lady_Emma_Hamilton	0
Lady_Godiva	0
Lady_Jane_Grey	0
Lady_Peel	0
Lady_with_the_Lamp	0
Ladyship	0
Laertes	0
Lafayette	0
Laffer	0
Laffer_curve	0
Laffite	0
Lafitte	0
Lafora's_disease	0
Lag_b'Omer	0
Lagarostrobus	0
Lagarostrobus_colensoi	0
Lagarostrobus_franklinii	0
Lagenaria	0
Lagenaria_siceraria	0
Lagenophera	0
Lagerstroemia	0
Lagerstroemia_indica	0
Lagerstroemia_speciosa	0
Lagidium	0
Lagodon	0
Lagodon_rhomboides	0
Lagomorpha	0
Lagopus	0
Lagopus_scoticus	0
Lagorchestes	0
Lagos	0
Lagostomus	0
Lagostomus_maximus	0
Lagothrix	0
Laguncularia	0
Laguncularia_racemosa	0
Lahore	0
Lahu	0
Laius	0
Lake_Albert	0
Lake_Albert_Nyanza	0
Lake_Aral	0
Lake_Baikal	0
Lake_Balaton	0
Lake_Baykal	0
Lake_Canandaigua	0
Lake_Cayuga	0
Lake_Chad	0
Lake_Champlain	0
Lake_Chelan	0
Lake_Clark_National_Park	0
Lake_Constance	0
Lake_District	0
Lake_Edward	0
Lake_Erie	0
Lake_Eyre	0
Lake_Geneva	0
Lake_Huron	0
Lake_Ilmen	0
Lake_Keuka	0
Lake_Kivu	0
Lake_Ladoga	0
Lake_Leman	0
Lake_Malawi	0
Lake_Mead	0
Lake_Michigan	0
Lake_Nasser	0
Lake_Nyasa	0
Lake_Okeechobee	0
Lake_Onega	0
Lake_Ontario	0
Lake_Powell	0
Lake_Saint_Clair	0
Lake_Seneca	0
Lake_St._Clair	0
Lake_Superior	0
Lake_Tahoe	0
Lake_Tana	0
Lake_Tanganyika	0
Lake_Trasimenus	0
Lake_Tsana	0
Lake_Urmia	0
Lake_Vanern	0
Lake_Victoria	0
Lake_Volta	0
Lake_Winnipeg	0
Lakeland	0
Lakeland_terrier	0
Lakota	0
Lakshmi	0
Lallans	0
Lalthyrus_tingitanus	0
Lama	0
Lama_guanicoe	0
Lama_pacos	0
Lama_peruana	0
Lamaism	0
Lamaist	0
Lamarck	0
Lamarckian	0
Lamarckian	0
Lamarckism	0
Lamaze_method	0
Lamaze_method_of_childbirth	0
Lamb	0
Lambert	0
Lambert-Eaton_syndrome	0
Lambertia	0
Lambertia_formosa	0
Lambis	0
Lamellibranchia	0
Lamellicornia	0
Lamentations	0
Lamiaceae	0
Laminaria	0
Laminariaceae	0
Laminariales	0
Lamisil	0
Lamium	0
Lamium_album	0
Lamium_amplexicaule	0
Lammas	0
Lammas_Day	0
Lammastide	0
Lamna	0
Lamna_nasus	0
Lamnidae	0
Lampridae	0
Lampris	0
Lampris_guttatus	0
Lampris_regius	0
Lampropeltis	0
Lampropeltis_getulus	0
Lampropeltis_triangulum	0
Lampyridae	0
Lanai	0
Lanai_Island	0
Lancashire	0
Lancaster	0
Lancastrian	0
Lancastrian	0
Lancastrian_line	0
Lancelot	0
Lanchou	0
Lanchow	0
Land	0
Land_of_Enchantment	0
Land_of_Lincoln	0
Land_of_Opportunity	0
Landau	0
Lander	0
Landowska	0
Landry's_paralysis	0
Landsmaal	0
Landsmal	0
Landsteiner	0
Lane's_Prince_Albert	0
Laney	0
Lange	0
Langley	0
Langmuir	0
Langobard	0
Langside	0
Langston_Hughes	0
Langtry	0
Languas_speciosa	0
Langue_d'oc	0
Langue_d'oc_French	0
Langue_d'oil	0
Langue_d'oil_French	0
Languedoc-Roussillon	0
Laniidae	0
Lanius	0
Lanius_borealis	0
Lanius_excubitor	0
Lanius_lucovicianus	0
Lanius_ludovicianus_excubitorides	0
Lanius_ludovicianus_migrans	0
Lanoxin	0
Lansing	0
Lansium_domesticum	0
Lanthanotidae	0
Lanthanotus	0
Lanthanotus_borneensis	0
Lanzhou	0
Lao	0
Lao	0
Lao-tse	0
Lao-tzu	0
Lao-zi	0
Lao_People's_Democratic_Republic	0
Laocoon	0
Laos	0
Laotian	0
Laotian	0
Laotian_capital	0
Laotian_monetary_unit	0
Laplace	0
Lapland	0
Laportea	0
Laportea_canadensis	0
Lapp	0
Lappic	0
Lappish	0
Lappland	0
Lapplander	0
Lappula	0
Laptev_Sea	0
Laputa	0
Laputan	0
Laramie	0
Lardizabala	0
Lardizabalaceae	0
Lardner	0
Laredo	0
Large_Magellanic_Cloud	0
Lari	0
Laricariidae	0
Laridae	0
Larium	0
Larix	0
Larix_decidua	0
Larix_laricina	0
Larix_lyallii	0
Larix_occidentalis	0
Larix_russica	0
Larix_siberica	0
Larodopa	0
Larotid	0
Larousse	0
Larrea	0
Larrea_tridentata	0
Lars_Onsager	0
Larus	0
Larus_argentatus	0
Larus_canus	0
Larus_marinus	0
Larus_ridibundus	0
Larvacea	0
Las_Cruces	0
Las_Vegas	0
Lascar	0
Lascaux	0
Lashkar-e-Jhangvi	0
Lashkar-e-Omar	0
Lashkar-e-Taiba	0
Lashkar-e-Tayyiba	0
Lashkar-e-Toiba	0
Lasiocampa	0
Lasiocampidae	0
Lasiurus	0
Lasiurus_borealis	0
Lasix	0
Laskar_Jihad	0
Lassa	0
Lassa_fever	0
Lassa_virus	0
Lassen_Volcanic_National_Park	0
Lasso	0
Last_Day	0.382960305
Last_Frontier	0
Last_Judgement	-0.012642818
Last_Judgment	-0.089510496
Last_Supper	0
Lastex	0
Lasthenia	0
Lasthenia_chrysostoma	0
Lastreopsis	0
Laszlo_Lowestein	0
Latakia	0
Late_Greek	0
Late_Latin	0
Lateran	0
Lateran_Council	0
Lateran_Palace	0
Lateran_Treaty	0
Lates	0
Lates_calcarifer	0
Lathyrus	0
Lathyrus_hirsutus	0
Lathyrus_japonicus	0
Lathyrus_latifolius	0
Lathyrus_maritimus	0
Lathyrus_niger	0
Lathyrus_nissolia	0
Lathyrus_odoratus	0
Lathyrus_palustris	0
Lathyrus_pratensis	0
Lathyrus_sativus	0
Lathyrus_splendens	0
Lathyrus_sylvestris	0
Lathyrus_tuberosus	0
Lathyrus_vernus	0
Latimeria	0
Latimeria_chalumnae	0
Latimeridae	0
Latin	0
Latin	0
Latin-American	0
Latin_America	0
Latin_American	0
Latin_Quarter	0
Latin_alphabet	0
Latin_cross	0
Latin_square	0
Latinae	0
Latinesce	0
Latinian_language	0
Latinise	0
Latinism	0
Latinist	0
Latinize	0
Latino	0
Latino	0
Latino_sine_flexione	0
Latium	0
Latona	0
Latrobe	0
Latrodectus	0
Latrodectus_mactans	0
Latter-Day_Saint	0
Latvia	0
Latvian	0
Latvian	0
Latvian_monetary_unit	0
Lauder	0
Laudo	0
Laughton	0
Laundromat	0
Lauraceae	0
Laurasia	0
Laurel	0
Laurel_and_Hardy	0
Laurence_Olivier	0
Laurence_Stephen_Lowry	0
Laurence_Sterne	0
Laurens	0
Laurentian_Highlands	0
Laurentian_Plateau	0
Laurentius	0
Lauritz_Lebrecht_Hommel_Melchior	0
Lauritz_Melchior	0
Laurus	0
Laurus_nobilis	0
Lausanne	0
Lautaro_Faction_of_the_United_Popular_Action_Movement	0
Lautaro_Popular_Rebel_Forces	0
Lautaro_Youth_Movement	0
Lavandula	0
Lavandula_angustifolia	0
Lavandula_latifolia	0
Lavandula_officinalis	0
Lavandula_stoechas	0
Lavatera	0
Lavatera_arborea	0
Laver	0
Lavoisier	0
Lavrenti_Pavlovich_Beria	0
Law_of_Moses	0
Lawrence	0
Lawrence_Durrell	0
Lawrence_George_Durrell	0
Lawrence_Peter_Berra	0
Lawrence_of_Arabia	0
Laws	-0.31712
Lawson's_cedar	0
Lawson's_cypress	0
Lawton	0
Layia	0
Layia_platyglossa	0
Lazarus	0
Lazio	0
Lazzaro_Spallanzani	0
Ld.	0
LeRoi_Jones	0
Le_Chatelier's_law	0
Le_Chatelier's_principle	0
Le_Chatelier-Braun_principle	0
Le_Chatelier_principle	0
Le_Corbusier	0
Le_Douanier_Rousseau	0
Le_Duc_Tho	0
Le_Gallienne	0
Le_Havre	0
Le_Notre	0
Leacock	0
Leadbelly	0
League_of_Iroquois	0
League_of_Nations	0
Leakey	0
Leander	0
Leaning_Tower	0
Leaning_Tower_of_Pisa	0
Lear	0
Leary	0
Lebanese	0
Lebanese	0
Lebanese_Hizballah	0
Lebanese_Republic	0
Lebanese_monetary_unit	0
Lebanese_pound	0
Lebanon	0
Lebistes	0
Lebistes_reticulatus	0
Leboyer_method	0
Leboyer_method_of_childbirth	0
Lecanoraceae	0
Leccinum	0
Leccinum_fibrillosum	0
Lech_Walesa	0
Lechanorales	0
Leclanche_cell	0
Lecythidaceae	0
Leda	0
Ledbetter	0
Ledercillin_VK	0
Ledum	0
Ledum_groenlandicum	0
Ledum_palustre	0
Lee	0
Lee's_Birthday	0
Lee_Buck_Trevino	0
Lee_De_Forest	0
Lee_Harvey_Oswald	0
Lee_Krasner	0
Lee_Strasberg	0
Lee_Trevino	0
Lee_Yuen_Kam	0
Leeds	0
Leeuwenhoek	0
Leeward_Islands	0
Left_Bank	0
Leger	0
Legionella_pneumophilia	0
Legionnaire	0
Legionnaires'_disease	0
Lego	0
Lego_set	0
Leguminosae	0
Lehar	0
Lehigh_River	0
Leibnitz	0
Leibnitzian	0
Leibniz	0
Leibnizian	0
Leicester	0
Leicestershire	0
Leichtlin's_camas	0
Leiden	0
Leiden_jar	0
Leigh	0
Leigh_Hunt	0
Leiopelma	0
Leiopelmatidae	0
Leiophyllum	0
Leiophyllum_buxifolium	0
Leipoa_ocellata	0
Leipzig	0
Leishmania	0
Leitneria	0
Leitneria_floridana	0
Leitneriaceae	0
Leland_Stanford	0
Lemaireocereus	0
Lemaireocereus_chichipe	0
Lemaitre	0
Lemmon	0
Lemmus	0
Lemmus_lemmus	0
Lemmus_trimucronatus	0
Lemna	0
Lemna_minor	0
Lemna_trisulca	0
Lemnaceae	0
Lemnos	0
Lemur_catta	0
Lemuridae	0
Lemuroidea	0
Lena	0
Lena_Calhoun_Horne	0
Lena_Horne	0
Lena_River	0
Lenard	0
Lendl	0
Lenin	0
Leningrad	0
Leninism	0
Lennoaceae	0
Lennon	0
Lennox_Robinson	0
Lens	0
Lens_culinaris	0
Lent	0
Lent_lily	0
Lente_Iletin	0
Lente_Insulin	0
Lententide	0
Lentia	0
Lentibulariaceae	0
Lentinus	0
Lentinus_edodes	0
Lentinus_lepideus	0
Leo	0
Leo_Delibes	0
Leo_Esaki	0
Leo_I	0
Leo_III	0
Leo_IX	0
Leo_Szilard	0
Leo_Tolstoy	0
Leo_X	0
Leo_XIII	0
Leo_the_Great	0
Leo_the_Lion	0
Leon	0
Leon_Battista_Alberti	0
Leon_Trotsky	0
Leonard	0
Leonard_Bernstein	0
Leonard_Bloomfield	0
Leonard_Constant_Lambert	0
Leonard_Marx	0
Leonardesque	0
Leonardo	0
Leonardo_da_Vinci	0
Leonberg	0
Leonhard_Euler	0
Leonid_Brezhnev	0
Leonid_Fyodorovich_Myasin	0
Leonid_Ilyich_Brezhnev	0
Leonidas	0
Leonide_Fedorovitch_Massine	0
Leonotis	0
Leonotis_leonurus	0
Leonotis_nepetaefolia	0
Leonotis_nepetifolia	0
Leontief	0
Leontocebus	0
Leontocebus_oedipus	0
Leontocebus_rosalia	0
Leontodon	0
Leontodon_autumnalis	0
Leontopodium	0
Leontopodium_alpinum	0
Leontyne_Price	0
Leonurus	0
Leonurus_cardiaca	0
Leopold_Antoni_Stanislaw_Stokowski	0
Leopold_Kronecker	0
Leopold_Stokowski	0
Leopoldville	0
Leotia_lubrica	0
Lepadidae	0
Lepanto	0
Lepas	0
Lepas_fascicularis	0
Lepechinia	0
Lepechinia_calycina	0
Lepidium	0
Lepidium_alpina	0
Lepidium_sativum	0
Lepidobotryaceae	0
Lepidochelys	0
Lepidochelys_kempii	0
Lepidochelys_olivacea	0
Lepidocybium	0
Lepidocybium_flavobrunneum	0
Lepidodendraceae	0
Lepidodendrales	0
Lepidoptera	0
Lepidosauria	0
Lepidothamnus	0
Lepidothamnus_fonkii	0
Lepidothamnus_laxifolius	0
Lepiota_americana	0
Lepiota_cepaestipes	0
Lepiota_clypeolaria	0
Lepiota_morgani	0
Lepiota_naucina	0
Lepiota_procera	0
Lepiota_rhacodes	0
Lepiota_rubrotincta	0
Lepiotaceae	0
Lepisma	0
Lepisma_saccharina	0
Lepismatidae	0
Lepisosteidae	0
Lepisosteus	0
Lepisosteus_osseus	0
Lepista_irina	0
Lepomis	0
Lepomis_gibbosus	0
Lepomis_macrochirus	0
Lepomis_punctatus	0
Leporidae	0
Leptarrhena	0
Leptarrhena_pyrolifolia	0
Leptinotarsa	0
Leptinotarsa_decemlineata	0
Leptodactylidae	0
Leptodactylus	0
Leptodactylus_pentadactylus	0
Leptoglossus	0
Leptopteris	0
Leptopteris_superba	0
Leptoptilus	0
Leptoptilus_crumeniferus	0
Leptoptilus_dubius	0
Leptotyphlopidae	0
Leptotyphlops	0
Leptotyphlops_humilis	0
Lepus	0
Lepus_americanus	0
Lepus_arcticus	0
Lepus_californicus	0
Lepus_europaeus	0
Lepus_townsendi	0
Ler	0
Lermontov	0
Lerner	0
Leroy_Robert_Paige	0
Lesbian	0
Lesbos	0
Lescol	0
Leslie_Howard	0
Leslie_Howard_Stainer	0
Leslie_Richard_Groves	0
Leslie_Townes_Hope	0
Lesotho	0
Lesotho_monetary_unit	0
Lespedeza_bicolor	0
Lespedeza_cuneata	0
Lespedeza_sericea	0
Lespedeza_stipulacea	0
Lespedeza_striata	0
Lesquerella	0
Lesseps	0
Lesser_Antilles	0
Lesser_Sunda_Islands	0
Lessing	0
Lester_Willis_Young	0
Lesvos	0
Lethe	0
Leto	0
Letter_of_Jeremiah	0
Lettish	0
Leucadendron	0
Leucadendron_argenteum	0
Leucaena	0
Leucaena_glauca	0
Leucaena_leucocephala	0
Leucanthemum	0
Leucanthemum_lacustre	0
Leucanthemum_maximum	0
Leucanthemum_superbum	0
Leucanthemum_vulgare	0
Leuciscus	0
Leuciscus_cephalus	0
Leuciscus_leuciscus	0
Leucogenes	0
Leucogenes_leontopodium	0
Leucothoe_editorum	0
Leucothoe_fontanesiana	0
Leucothoe_racemosa	0
Leuctra	0
Leukeran	0
Leuwenhoek	0
Lev_Davidovich_Bronstein	0
Lev_Davidovich_Landau	0
Lev_Ivanov	0
Levant	0
Levant_cotton	0
Levant_garlic	0
Levant_morocco	0
Levantine	0
Levantine	0
Levi	0
Levi's	0
Levi-Lorrain_dwarf	0
Levi-Strauss	0
Levisticum	0
Levisticum_officinale	0
Levite	0
Levitical	0
Leviticus	0
Levitra	0
Lewis	0
Lewis_Carroll	0
Lewis_Henry_Morgan	0
Lewis_and_Clark_Expedition	0
Lewisia	0
Lewisia_cotyledon	0
Lewisia_rediviva	0
Lewiston	0
Lexington	0
Lexington_and_Concord	0
Leycesteria	0
Leycesteria_formosa	0
Leyden	0
Leyden_jar	0
Leydig's_cell	0
Leydig_cell	0
Leymus	0
Leymus_arenaria	0
Leymus_condensatus	0
Leyte	0
Leyte_Island	0
Leyte_invasion	0
Lhasa	0
Lhasa_apso	0
Lhotse	0
Li	0
Li_Po	0
Liakoura	0
Liam_O'Flaherty	0
Liao	0
Liao_dynasty	0
Liaodong_Bandao	0
Liaodong_Peninsula	0
Liatris	0
Liatris_punctata	0
Liatris_pycnostachya	0
Libby	0
Liberal_Democrat_Party	0
Liberal_Party	0
Liberation_Tigers_of_Tamil_Eelam	0
Liberia	0
Liberian	0
Liberian	0
Liberian_capital	0
Liberian_coffee	0
Liberian_dollar	0
Liberty_Bell	0
Liberty_Island	0
Liberty_Party	0
Liberty_ship	0
Libocedrus	0
Libocedrus_bidwillii	0
Libocedrus_decurrens	0
Libocedrus_plumosa	0
Libra	0
Libra_the_Balance	0
Libra_the_Scales	0
Libreville	0
Libritabs	0
Librium	0
Libya	0
Libyan	0
Libyan	0
Libyan_Desert	0
Libyan_Fighting_Group	0
Libyan_Islamic_Fighting_Group	0
Libyan_Islamic_Group	0
Libyan_dinar	0
