aspect term	category	polarity	text
;mongkok east station	 location	 positive	Also close to the Mongkok East station which we took the MTR to Shenzhen for a day of shopping.
;restaurants;walking distance	 food location	 positive positive	Excellent restaurants within walking distance; the Metreon for movies.
;null	 hotel	 positive	Finally, the use of a town car for a slightly higher fee than a taxi was an excellent touch.
;pillows	 rooms	 positive	I asked the hotel where to buy the pillows.
;hotel	 hotel	 positive	Great Hotel Visited Singapore
;price	 value	 positive	For the price, I don't think there is a better hotel in downtown Seattle.
;breakfast	 food	 positive	Breakfast had a lot of variety and was very good! Would definitely stay there again!
;null	 hotel	 positive	Next time I visit NYC I will definitley be staying here again.
;vacation	 hotel	 positive	This is most definately a RELAXING vacation, which I found to be a bit difficult to do at times.
;bed	 rooms	 negative	The queen sized bed on one wall with a small desk on one side and a small nightstand on the other.
;meats	 food	 neutral	Each of the meats are cooked separately then combined with the veggies and then soy sauce is put on top.
;free	 value	 positive	It was free so we did it.
;breakfast	 food	 positive	Breakfast was very good with a choice of cereal, various breads, ham, cheese, eggs, fruit salad, juice + a selection of teas and coffee.
;null	 hotel	 negative	We travelled all over the world and had never such a bad experience.
;requests	 rooms	 positive	All of our requests were accommodated (high floor, refrigerator, extra towels, etc.)
;null;staff	 hotel service	 positive positive	Great place, lovable staff
;null	 hotel	 positive	Easter holidays and all I can say is that the place was great.
;null;null	 checkin service	 positive positive	Nothing was too much trouble.
;palapa	 hotel	 neutral	We didn't always get there early or leave towels on the chairs and we were still able to find palapa covered seating, it just would take a lil bit of walking back and forth and possibly sitting in an area too far from the water or the bar.
;clean;rooms	 cleanliness rooms	 positive positive	Room was comfortable, quite spacious, well appointed and very clean.
;null	 hotel	 positive	BPappealed to me as a single parent, traveling with a teenage son.
;beds;bedding	 rooms rooms	 positive positive	The obviously new beds and bedding were super-luxurious.
;service	 service	 neutral	ServiceNo complaints here.
;hotel	 hotel	 positive	really special This was our first time staying in this hotel one word covers it all
;null	 hotel	 positive	We will definitely stay here again.
;waikiki;beach	 location location	 positive positive	Waikiki is small and you can walk to the beach in a short time.
;null	 hotel	 negative	Never Again!
;closet;bathrobes	 rooms rooms	 positive positive	There was a spacious closet and two comfortable bathrobes.
;soft drink	 value	 negative	a soft drink was priced at 3Euro.
;cc warning	 hotel	 negative	Warning, they falsely charged my CC WARNING!
;null	 rooms	 positive	It was lovely, and looked very recently done.
;hotel	 hotel	 positive	It is safe to walk except take care at night.I would recommend the hotel for first time visitors.
;amenities;ironing board;pants hangers;tissues;soap;face washcloth;tv;alarm clock;wi-fi	 rooms rooms rooms rooms rooms rooms rooms rooms rooms	 negative negative negative negative negative negative negative negative negative	Some of the lack of amenities in the $450/night junior suite in which I stayed:No ironing boardNo pants hangersVery few tissues (a small package of 4)A 1x1 bar of soapNo face washclothsOne English channel on TVNo alarm clockNo secured Wi-Fi and have to get new username/pswd each day
;location	 location	 positive	It was the perfect location for shopping,too.
;room;bed;terrace;tv;bathroom	 rooms rooms rooms rooms rooms	 positive positive positive positive positive	The room was great, huge bed, lovely terrace overlooking the Gran Via, huge tv and lovely bathroom.
;mini disco	 hotel	 positive	There is mini disco that the kids really enjoyed.
;majestic	 hotel	 positive	Oeverall, it was a great experience and we are considering coming back to the Majestic.
;null	 hotel	 positive	LOVED THE HAMPTON INN SEAPORT!!!!!!!!!!!!!!!!!!
;writing	 hotel	 negative	Get it in writing!
;room	 rooms	 negative	My room was on the top floor and the ceiling leaked badly.
;null	 checkin	 positive	We were never kept waiting to get in form more than a minute.
;value	 value	 positive	Still, it was a great value and the location can't be beat.
;kalia tower	 hotel	 positive	We stayed in the Kalia Tower which is not one better towers but we were thrilled with everything it had to offer!
;hotel	 hotel	 positive	We would definitely return to this hotel!
;in-room dining	 food	 positive	The in-room dining is excellent.
;parking garage	 hotel	 positive	The FREE parking garage (YES, FREE) is also secured pretty well.
;hotel;located	 hotel location	 positive positive	Great hotel Hotel was conveniently located steps from a subway station and key bus routes.
;null	 hotel	 negative	However, they overbooked the property when I got there and would only accomodate me in a smoking environment.
;location	 location	 positive	The location is best, near the train station (5 minutes walk) and many budget eating houses nearby.
;central hollywood	 location	 neutral	Hotel 14 t0 17 FebruaryA large hotel in central Hollywood.
;desk	 rooms	 negative	A tiny desk was provided which contained a coffee maker, the ice bucket (along with a few drinks that were for sale) and was also meant to be used as a work space.
;null	 hotel	 positive	A very nice touch indeed.
;downtown seattle	 location	 positive	If you are looking to do downtown Seattle as a tourist you cannot do much better, in my opinion, than the Best Western Executive Inn.
;service	 service	 positive	I must say that I was very impressed with the service at the hotel.
;null	 service	 negative	This is an up-scale, luxury property and not where college frats would stay and have wild parties, but that's how the fellow union member was treated.
;breakfast area	 building	 positive	The breakfast area next to the lobby was excellent with the morning sun beating in.
;staff;staff	 checkin service	 negative negative	Outside a cab was ready to take us to the Vitale, we arrived there within an hour of touching down, to be greated by a member of staff who clearly had more important customers than us, she simply told us that our room wasn't ready and that nothing could be guarenteed before 3.00pm, it was currently 12.30.After a long journey I expected a better welcome, afterall the hotel know which flight you're on and when to expect you.
;null	 rooms	 negative	Did have the same problem with aircon but it was stuck on 23C not 25, so not such a problem.
